seg_id	tsp	avg_aadt	ln_aadt	Streetname	Oneway	num_lane	len_ft	len	ln_len	median_per	median	bus_routes	maj_freq	sec_freq	signals	sig_den
301	0	6608	8.796036315	SE  HOLGATE BLVD	0	2	3705.116938	0.701726693	-0.354211277	0	0	1	5	0	1	1.43
302	0	15631	9.657011401	SE  HOLGATE BLVD	0	2	3114.573745	0.589881391	-0.527833794	0	0	1	5	0	1	1.70
303	0	12112	9.401951976	SE  HOLGATE BLVD	0	2	5821.948574	1.102641775	0.097708915	0	0	2	10	0	2	1.81
304	0	10174	9.227590725	SE  HOLGATE BLVD	0	2	2656.307975	0.503088632	-0.686988918	0	0	2	10	0	1	1.99
305	0	11908	9.384965722	SE  HOLGATE BLVD	0	2	1552.33636	0.294003099	-1.224164972	0	0	2	10	0	1	3.40
306	0	12642	9.444779883	SE  JOHNSON CREEK BLVD	0	2	1117.442269	0.211636793	-1.552883712	0	0	2	10	0	1	4.73
307	0	2183	7.688455357	SE  LADD AVE	0	2	1531.171429	0.289994589	-1.237893015	0	0	2	10	0	1	3.45
308	0	1868	7.532623619	SE  LADD AVE	0	2	1560.836419	0.295612958	-1.218704254	0	0	2	10	0	1	3.38
309	0	2934	7.984121959	SE  LINCOLN ST	0	2	1952.456567	0.369783441	-0.99483774	0	0	2	10	0	1	2.70
310	0	1483	7.301822342	SE  LINN ST	0	2	1494.067408	0.282967312	-1.262423893	0	0	2	10	0	1	3.53
312	0	28706	10.26486144	SE  MARTIN LUTHER KING JR BLVD	1	4	4162.583627	0.788368111	-0.237790152	0.001972387	0	14	10	68	7	8.88
313	0	53588	10.88908044	SE  MCLOUGHLIN BLVD	0	2	8928.900579	1.691079655	0.525367174	0.327821012	0	12	30	18	4	2.37
318	0	11193	9.323043862	SE  MILWAUKIE AVE	0	2	5098.845212	0.965690381	-0.034912013	0	0	4	10	4	2	2.07
319	0	1667	7.418780883	SE  MORRISON ST	0	2	1479.54144	0.280216182	-1.272193895	0	0	1	0	9	1	3.57
320	0	9970	9.207335863	SE  MORRISON ST	1	2	2321.295177	0.439639238	-0.821800802	0	0	3	10	9	2	4.55
321	0	13648	9.52134827	SE  MORRISON ST	0	4	1130.691181	0.214146057	-1.541096987	0	0	3	10	9	1	4.67
322	0	3985	8.290292591	SE  MT. SCOTT BLVD	0	2	2951.361688	0.558970017	-0.581659445	0	0	3	10	9	1	1.79
323	0	59349	10.99119055	SE  POWELL BLVD	0	2	1592.042793	0.301523256	-1.19890813	0.007130125	0	2	0	6	1	3.32
324	0	9536	9.162829389	SE  STARK ST	1	2	1323.06583	0.25058065	-1.383974455	0	0	1	0	9	1	3.99
325	0	13456	9.507180382	SE  STARK ST	1	2	2288.13255	0.433358438	-0.836190093	0	0	1	0	9	1	2.31
326	0	32337	10.38396736	SE  STARK ST	0	4	1716.832484	0.325157667	-1.123445084	0	0	1	0	9	1	3.08
327	0	25879	10.16118711	SE  STARK ST	0	4	2318.798432	0.43916637	-0.822876963	0.007246377	0	2	0	10	1	2.28
328	0	27391	10.21796977	SE  STARK ST	0	4	5285.323715	1.001008279	0.001007771	0.004651163	0	2	0	10	2	2.00
329	0	19659	9.886290528	SE  STARK ST	1	4	1113.869036	0.210960045	-1.556086525	0	0	3	0	19	3	14.22
330	0	31919	10.37095672	SE  STARK ST	0	5	2884.073887	0.546226115	-0.604722259	0	0	2	10	0	2	3.66
331	0	24041	10.08751599	SE  STARK ST	0	5	1327.344473	0.251390999	-1.380745789	0	0	2	0	10	1	3.98
332	0	7884	8.972590668	SE  STEELE ST	0	2	3760.696335	0.712253094	-0.339321962	0	0	2	0	10	1	1.40
333	0	6199	8.732143268	SE  STEELE ST	0	2	3525.114948	0.667635407	-0.404013053	0.00591716	0	2	0	10	1	1.50
334	0	29460	10.29078869	SE  TACOMA ST	0	2	1063.26688	0.201376303	-1.602579967	0	0	4	0	10	1	4.97
335	0	15336	9.637958285	SE  TACOMA ST	0	2	1294.298629	0.245132316	-1.405957149	0	0	4	0	10	1	4.08
336	0	24435	10.10377181	SE  TACOMA ST	0	4	1002.249887	0.189820054	-1.661678738	0	0	2	10	0	1	5.27
337	0	12483	9.432122998	SE  WASHINGTON ST	1	2	2898.103033	0.54888315	-0.599869701	0	0	2	0	18	2	3.64
338	0	10217	9.231808279	SE  WASHINGTON ST	1	2	1379.817583	0.261329088	-1.341974794	0	0	2	0	18	1	3.83
339	0	21082	9.956174875	SE  WASHINGTON ST	1	4	1067.984069	0.20226971	-1.598153274	0	0	6	0	30	4	19.78
340	0	7412	8.910855587	SE  WOODSTOCK BLVD	0	2	2818.835113	0.533870287	-0.627602379	0	0	6	0	30	4	7.49
341	0	14450	9.578449694	SE  WOODSTOCK BLVD	0	2	1589.18786	0.300982549	-1.200702992	0	0	6	0	30	1	3.32
342	0	19015	9.85298342	SE  WOODSTOCK BLVD	0	2	1127.1388	0.213473258	-1.544243711	0	0	2	0	6	1	4.68
348	0	5214	8.559102594	SW  1ST AVE	0	2	1019.923047	0.193167244	-1.644198917	0.011904762	0	4	0	8	1	5.18
349	0	2259	7.722677516	SW  35TH AVE	0	2	2147.383915	0.406701499	-0.89967578	0	0	2	0	6	1	2.46
350	0	2781	7.930565854	SW  35TH DR	0	2	1222.74425	0.23158035	-1.46282838	0	0	2	0	2	1	4.32
351	0	3571	8.180600948	SW  45TH AVE	0	2	2748.713117	0.520589605	-0.652793253	0	0	2	0	2	1	1.92
352	0	8185	9.01005849	SW  45TH AVE	0	2	2934.149555	0.555710143	-0.587508446	0	0	2	0	2	1	1.80
354	0	1184	7.076653815	SW  52ND AVE	0	2	1237.879284	0.234446834	-1.450526437	0	0	2	0	2	1	4.27
356	0	27778	10.23199962	SW  BEAVERTON HILLSDALE HWY	0	4	1483.81631	0.281025816	-1.269308741	0	0	2	0	2	1	3.56
358	0	21403	9.971286378	SW  BEAVERTON HILLSDALE HWY	0	4	1918.823481	0.363413538	-1.01221387	0	0	8	0	30	1	2.75
359	0	24396	10.10217446	SW  BEAVERTON HILLSDALE HWY	0	4	1238.489261	0.23456236	-1.450033798	0	0	8	0	30	1	4.26
361	0	23114	10.04819377	SW  BEAVERTON HILLSDALE HWY	0	5	1498.876795	0.283878181	-1.259210074	0	0	8	0	30	1	3.52
362	0	16180	9.691531191	SW  BERTHA BLVD	0	3	3012.984263	0.570640959	-0.560995061	0.018867925	0	2	0	2	2	3.50
363	0	9442	9.152923101	SW  BOONE’S FERRY RD	0	2	7506.947929	1.421770441	0.351902885	0	0	2	0	2	2	1.41
364	0	8999	9.104868739	SW  BOONE’S FERRY RD	0	2	2337.405954	0.442690522	-0.81488435	0	0	2	0	2	2	4.52
365	0	12739	9.452423433	SW  BROADWAY	1	2	1281.371844	0.242684061	-1.415994841	0.005181347	0	2	0	8	6	24.72
366	0	22685	10.02945919	SW  MACADAM AVE	0	2	4739.1577	0.897567746	-0.108066678	0.028571429	0	4	10	6	6	6.68
367	0	2169	7.682021511	SW  GREENWAY AVE	0	2	1500.141796	0.284117764	-1.258366464	0	0	4	0	16	6	21.12
368	0	2578	7.854769183	SW  CAMERON RD	0	2	2064.285733	0.390963207	-0.939141823	0	0	4	0	16	6	15.35
369	0	2807	7.939871576	SW  CAMERON RD	0	2	1049.278113	0.198726915	-1.615823682	0	0	4	0	16	6	30.19
370	0	1011	6.918695219	SW  CANYON CT	0	2	2830.370209	0.536054964	-0.623518579	0.905236908	1	1	0	2	6	11.19
372	0	7722	8.951828677	SW  CAPITOL HWY	0	2	1380.115696	0.261385549	-1.341758764	0	0	4	0	6	6	22.95
373	0	24974	10.12559056	SW  CAPITOL HWY	0	2	1200.863691	0.227436305	-1.480885057	0	0	6	0	12	3	13.19
374	0	12836	9.460009002	SW  CAPITOL HWY	0	2	1888.326298	0.357637556	-1.028235217	0	0	6	0	12	1	2.80
375	0	10032	9.213535263	SW  CAPITOL HWY	0	2	2457.154629	0.465370195	-0.764922072	0	0	4	0	6	1	2.15
376	0	9155	9.122055457	SW  CAPITOL HWY	0	2	4472.144692	0.846997101	-0.166058007	0	0	4	0	6	1	1.18
377	0	2482	7.816819966	SW  CAPITOL HWY	0	2	3150.583556	0.596701431	-0.516338406	0	0	4	0	6	1	1.68
378	0	16548	9.714020528	SW  CAPITOL HWY	0	4	3687.326563	0.698357304	-0.359024411	0.039325843	0	2	0	2	3	4.30
379	0	4525	8.417372856	SW  CORBETT AVE	0	2	2325.063635	0.440352961	-0.820178689	0.097826087	0	4	0	8	3	6.81
380	0	4095	8.317521996	SW  CORBETT AVE	0	2	4205.269549	0.796452566	-0.227587704	0.158415842	0	4	0	8	3	3.77
381	0	2229	7.709308333	SW  COUNCIL CREST DR	0	2	1980.43669	0.375082707	-0.980608727	0	0	4	0	16	3	8.00
383	0	4512	8.414495793	SW  DOSCH RD	0	2	1584.810096	0.300153427	-1.203461511	0	0	4	0	16	3	9.99
386	0	2808	7.940227765	SW  GAINES ST	0	2	2275.152203	0.430900038	-0.841879145	0	0	9	0	26	3	6.96
387	0	4296	8.365439636	SW  GARDEN HOME RD	0	2	8681.460231	1.644215953	0.497263646	0	0	2	0	6	3	1.82
388	0	3695	8.214735833	SW  GARDEN HOME RD	0	2	1156.507861	0.21903558	-1.518521097	0	0	2	0	6	3	13.70
391	0	2414	7.789040402	SW  HAMILTON ST	0	2	4769.389893	0.90329354	-0.101707706	0	0	2	0	2	3	3.32
392	0	18378	9.818909576	SW  HARBOR DR (NB)	0	3	1875.761656	0.355257889	-1.034911304	0.020725389	0	2	0	14	2	5.63
394	0	5948	8.690810308	SW  HUBER ST	0	2	2286.96856	0.433137985	-0.83669893	0	0	2	0	2	2	4.62
396	0	5866	8.67692825	SW  LESSER RD	0	2	2547.090939	0.482403587	-0.728974198	0	0	2	0	6	2	4.15
397	0	30796	10.33514009	SW  MACADAM AVE	0	2	4249.529405	0.804835115	-0.217117849	0.289205703	0	4	10	6	4	4.97
398	0	29499	10.29211164	SW  MACADAM AVE	0	2	4511.399766	0.854431774	-0.157318623	0.02184466	0	6	10	12	3	3.51
399	0	15075	9.620793022	SW  MACADAM AVE	1	2	1117.801155	0.211704764	-1.552562597	0.005434783	0	6	10	12	1	4.72
400	0	35437	10.47551175	SW  MACADAM AVE	0	2	2953.145163	0.559307796	-0.581055338	0.042207792	0	8	10	16	1	1.79
401	0	3515	8.164794804	SW  MOODY AVE	0	2	2913.579323	0.551814266	-0.594543764	0.090909091	0	2	0	6	4	7.25
403	0	19164	9.860788798	SW  MULTNOMAH BLVD	0	3	1641.40568	0.310872288	-1.168373101	0	0	1	0	3	2	6.43
404	0	32430	10.3868392	SW  NAITO PKY	0	2	2020.252203	0.382623523	-0.960703741	0.02559415	0	14	5	55	5	13.07
405	0	17981	9.797070924	SW  NAITO PKY	0	2	1005.17976	0.190374955	-1.658759707	0	0	14	5	55	4	21.01
406	0	3301	8.101980732	SW  PALATINE HILL RD	0	2	2055.040052	0.389212131	-0.94363076	0	0	2	0	2	4	10.28
409	0	4349	8.377701213	SW  PALATINE HILL RD	0	2	1162.86857	0.22024026	-1.51303624	0	0	2	0	2	1	4.54
410	0	9087	9.1146001	SW  PATTON RD	0	2	1087.679559	0.205999916	-1.579879516	0	0	3	0	12	1	4.85
416	0	8503	9.048174321	SW  SALMON ST	0	2	1013.23759	0.191901059	-1.650775359	0	0	4	0	10	1	5.21
417	0	5681	8.644882553	SW  SHATTUCK RD	0	2	1145.41089	0.216933881	-1.528162669	0	0	4	0	10	1	4.61
418	0	3617	8.193400232	SW  SHATTUCK RD	0	2	2399.447126	0.454440744	-0.788687751	0	0	4	0	10	1	2.20
419	0	6329	8.752897525	SW  SPRING GARDEN ST	0	2	1375.689953	0.26054734	-1.344970709	0	0	5	0	7	1	3.84
420	0	1723	7.451822237	SW  SUNSET BLVD	0	2	2027.573079	0.384010053	-0.957086548	0	0	5	0	7	1	2.60
421	0	2343	7.759187439	SW  SUNSET BLVD	0	2	1204.20322	0.228068792	-1.478107977	0	0	2	0	2	1	4.38
422	0	3824	8.249052274	SW  SUNSET BLVD	0	2	2614.631453	0.495195351	-0.702802946	0	0	2	0	2	1	2.02
423	0	4034	8.302513719	SW  TAYLORS FERRY RD	0	2	3249.039008	0.615348297	-0.485566835	0	0	2	0	2	1	1.63
425	0	5984	8.69684452	SW  TAYLORS FERRY RD	0	2	1996.813199	0.378184318	-0.972373588	0	0	2	0	2	1	2.64
426	0	6969	8.849227021	SW  TAYLORS FERRY RD	0	2	1638.67701	0.310355494	-1.170036883	0	0	2	0	2	1	3.22
427	0	8893	9.093019729	SW  TAYLORS FERRY RD	0	2	3952.808642	0.748638	-0.289499723	0	0	2	0	2	1	1.34
428	0	9172	9.123910644	SW  TERWILLIGER BLVD	0	2	2534.686989	0.480054354	-0.733855944	0	0	7	0	20	1	2.08
429	0	6501	8.77971129	SW  TERWILLIGER BLVD	0	2	3592.95478	0.68048386	-0.384951175	0	0	2	0	4	1	1.47
430	0	7666	8.944550246	SW  TERWILLIGER BLVD	0	2	6529.535055	1.236654366	0.212409642	0	0	6	0	16	1	0.81
431	0	25338	10.14006052	SW  TERWILLIGER BLVD	0	2	1333.241639	0.252507886	-1.376312799	0	0	8	0	10	1	3.96
432	0	16478	9.709781437	SW  TERWILLIGER BLVD	0	2	2566.309173	0.486043404	-0.721457351	0	0	3	0	3	1	2.06
433	0	8920	9.096051226	SW  TERWILLIGER BLVD	0	2	3957.530244	0.749532243	-0.288305943	0	0	7	0	22	1	1.33
434	0	22360	10.01502893	SW  TERWILLIGER BLVD	0	3	1232.719392	0.233469582	-1.454703481	0	0	2	0	2	2	8.57
436	0	2796	7.935945103	SW  TROY ST	0	2	1350.742539	0.255822451	-1.363271627	0	0	5	0	12	1	3.91
438	0	8320	9.026417534	SW  VERMONT ST	0	2	4709.13941	0.891882464	-0.114420922	0	0	9	0	26	1	1.12
439	0	10023	9.212637731	SW  VERMONT ST	0	2	3412.916731	0.646385745	-0.436358826	0	0	2	0	6	1	1.55
440	0	5717	8.651199471	SW  VERMONT ST	0	2	1166.79266	0.220983458	-1.509667429	0	0	2	0	6	1	4.53
441	0	2872	7.96276393	SW  VERMONT ST	0	2	1432.392544	0.271286467	-1.304579944	0	0	2	0	6	1	3.69
442	0	1377	7.227662499	SW  VIRGINIA AVE	0	2	2904.455768	0.55008632	-0.597680068	0	0	2	0	2	1	1.82
443	0	7618	8.938269147	SW  VISTA AVE	0	2	1788.506883	0.338732364	-1.08254497	0	0	1	0	4	1	2.95
444	0	8281	9.021719013	SW  VISTA AVE	0	2	3561.496962	0.67452594	-0.393745146	0.069097889	0	2	0	8	1	1.48
445	0	20016	9.904287233	W  BURNSIDE RD	0	2	2334.525235	0.442144931	-0.816117553	0	0	2	0	10	1	2.26
446	0	15371	9.640237896	W  BURNSIDE RD	0	2	2919.549915	0.55294506	-0.592496632	0	0	2	0	10	1	1.81
447	0	20110	9.908972483	W  BURNSIDE RD	0	3	2572.125333	0.487144949	-0.719193563	0	0	2	0	10	1	2.05
448	0	21345	9.968572799	W  BURNSIDE ST	0	3	1712.62725	0.324361222	-1.125897503	0	0	2	0	10	1	3.08
449	0	24188	10.09361192	W  BURNSIDE ST	0	4	2328.760019	0.441053034	-0.818590152	0	0	8	0	34	4	9.07
t1	1	19967	9.90183619	NE_Sandy_1	0	4	14505.39	2.747232955	1.010594207	0	0	9	54	3	15	5.46
t2	1	22411	10.01730719	NE_Sandy_2	0	4	7417.35	1.404801136	0.339895753	0	0	4	15	3	9	6.41
t3	1	28866	10.27041971	E_Burnside	1	3	1241.92	0.235212121	-1.447267529	0	0	2	12	0	6	25.51
t4	1	28302	10.25068775	NE_SE_82	0	4	33557.89	6.355660985	1.849345909	0	0	14	89	0	26	4.09
t5	1	9613	9.170871628	NE_Alberta	0	2	2676.78	0.506965909	-0.679311518	0	0	2	16	0	3	5.92
t6	1	22009	9.99920674	SE_Powell_1	0	2	15490.44	2.933795455	1.076296962	0	0	2	10	0	7	2.39
t7	1	29359	10.28735442	SE_Powell_2	0	4	10331.12	1.956651515	0.671234602	1	1	2	10	0	7	3.58
t8	1	43621	10.68329396	SE_Powell_3	0	4	11253.67	2.131376894	0.7567682	0	0	10	44	12	10	4.69
t9	1	17192	9.752199438	NE_Broadway	1	3	4092.1	0.775018939	-0.254867812	0	0	3	18	0	9	11.61
t10	1	16753	9.726332626	NE_Weidler	1	3	3207.22	0.60742803	-0.498521579	0	0	3	13	0	8	13.17
t11	1	17969	9.79640333	SE_Hawthorne_1	0	4	4287.21	0.811971591	-0.208289926	0	0	2	24	0	7	8.62
t12	1	13384	9.501815243	SE_Hawthorne_2	0	2	2208.35	0.418248106	-0.871680467	0	0	2	24	0	3	7.17
t13	1	21782	9.98883922	SE_Foster	0	4	9059.22	1.715761364	0.539856926	0	0	4	40	0	8	4.66
